store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,store_type,other_fields,coming_soon
Bangalore The collection Ub City,670525,"The Collection Ub City, 
24 Vittal Mallya Road",,Bangalore,,,India,+91 8041738931,12.971396,77.596424,Monday: 09:00 / 21:00Tuesday: 09:00 / 21:00Wednesday: 09:00 / 21:00Thursday: 09:00 / 21:00Friday: 09:00 / 22:00Saturday: 09:00 / 22:00Sunday: 09:00 / 21:00,,,
Mumbai The Galleria Trident Hotel,670526,"The Galleria, Trident Hotel, 
Shop No.2, 400021",,Mumbai,,,India,+91 2230277090,18.927780,72.821013,Monday: 11:00 / 20:00Tuesday: 11:00 / 20:00Wednesday: 11:00 / 20:00Thursday: 11:00 / 20:00Friday: 11:00 / 20:00Saturday: 11:00 / 20:00Sunday: 12:00 / 20:00,,,
New Delhi Emporio Mall,670527,"DLF Emporio, 111A, 
Nelson Mandela Marg, 110070",,New Delhi,,,India,+91 1146098262,28.543146,77.156424,Monday: 11:00 / 21:00Tuesday: 11:00 / 21:00Wednesday: 11:00 / 21:00Thursday: 11:00 / 21:00Friday: 11:00 / 21:00Saturday: 11:00 / 21:00Sunday: 12:00 / 21:00,,,
Jakarta Senayan City,670528,"Senayan City Mall, 
Senayan City Lantai LG, Jl. Asia Afika Lot. 19, 
Gelora, Tanah Abang, Kota Jakarta Pusat, 
Daerah Khusus Ibukota, 10270",,Jakarta,,,Indonesia,+62 2172781738,-6.227449,106.797378,Monday: 10:00 / 22:00Tuesday: 10:00 / 22:00Wednesday: 10:00 / 22:00Thursday: 10:00 / 22:00Friday: 10:00 / 22:00Saturday: 10:00 / 22:00Sunday: 10:00 / 22:00,,,
Okayama Tenmaya,670529,"1F, 2-1-1, Omotecho, Kita-ku, Okayama-shi",,Okayama,,,Japan,+81 862355080,34.662088,133.928934,Monday: 10:00 / 19:30Tuesday: 10:00 / 19:30Wednesday: 10:00 / 19:30Thursday: 10:00 / 19:30Friday: 10:00 / 19:30Saturday: 10:00 / 19:30Sunday: 10:00 / 19:30,,,
Sapporo Daimaru,670530,"1F, 4-7, Kitagojonishi, Chuo-ku, Sapporo-shi",,Sapporo,,,Japan,+81 112005650,43.067901,141.349380,Monday: 10:00 / 20:00Tuesday: 10:00 / 20:00Wednesday: 10:00 / 20:00Thursday: 10:00 / 20:00Friday: 10:00 / 20:00Saturday: 10:00 / 20:00Sunday: 10:00 / 20:00,,,
Sapporo Marui Imai,670531,"1F, 2-11, Minamiichijonishi, Chuo-ku, Sapporo-shi",,Sapporo,,,Japan,+81 112002038,43.060288,141.354941,Monday: 10:00 / 19:30Tuesday: 10:00 / 19:30Wednesday: 10:00 / 19:30Thursday: 10:00 / 19:30Friday: 10:00 / 19:30Saturday: 10:00 / 19:30Sunday: 10:00 / 19:30,,,
Kobe,670532,"Block30, 29, Harima-cho, 
Chuo-ku, Kobe Daimaru",,Kobe,,,Japan,+81 783347266,34.687673,135.191504,Monday: 11:00 / 20:00Tuesday: 11:00 / 20:00Wednesday: 11:00 / 20:00Thursday: 11:00 / 20:00Friday: 11:00 / 20:00Saturday: 11:00 / 20:00Sunday: 11:00 / 20:00,,,
Kyoto Daimaru,670533,"2F, 79, Tate uri Nishi-Machi, Takakura Nishi Hairu, 
Shijodouri, Shimogyo-ku, Kyoto-shi",,Kyoto,,,Japan,+81 752547202,35.004520,135.761997,Monday: 10:00 / 20:00Tuesday: 10:00 / 20:00Wednesday: 10:00 / 20:00Thursday: 10:00 / 20:00Friday: 10:00 / 20:00Saturday: 10:00 / 20:00Sunday: 10:00 / 20:00,,,
Wailea The Shops at Wailea,670534,"3750 Wailea Alanui Dr., 
Space # 3EW, HI 96753",,Wailea,,,USA,+1 8088917300,20.686906,-156.440289,Monday: 09:30 / 21:00Tuesday: 09:30 / 21:00Wednesday: 09:30 / 21:00Thursday: 09:30 / 21:00Friday: 09:30 / 21:00Saturday: 09:30 / 21:00Sunday: 09:30 / 21:00,,,
Guam The Plaza,670535,"1225 Pale San Vitores Road, 
Tamuning, Tumon",,Guam,,,Guam,+671 6475520,13.515148,144.806226,Monday: 10:00 / 22:00Tuesday: 10:00 / 22:00Wednesday: 10:00 / 22:00Thursday: 10:00 / 22:00Friday: 10:00 / 22:00Saturday: 10:00 / 22:00Sunday: 10:00 / 22:00,,,
Guam Tumon Sands Plaza,670536,"1082 Pale San Vitores Road, 
Tamuning, Tumon",,Guam,,,Guam,+671 6495575,13.510033,144.805777,Monday: 10:00 / 22:00Tuesday: 10:00 / 22:00Wednesday: 10:00 / 22:00Thursday: 10:00 / 22:00Friday: 10:00 / 22:00Saturday: 10:00 / 22:00Sunday: 10:00 / 22:00,,,
Scottsdale Fashion Square,670537,"7014 East Camelback Road #1140, 
AZ 85251",,Scottsdale,,,USA,+1 4809470153,33.50397,-111.931291,Monday: 10:00 / 21:00Tuesday: 10:00 / 21:00Wednesday:10:00 / 21:00Thursday: 10:00 / 21:00Friday: 10:00 / 21:00Saturday: 11:00 / 18:00Sunday: 11:00 / 18:00,,,
San Francisco Geary Street,670538,"124 Geary Street, CA 94108",,San Francisco,,,USA,+1 4159811700,37.787839,-122.40558,Monday: 10:00 / 19:00Tuesday: 10:00 / 19:00Wednesday:10:00 / 19:00Thursday: 10:00 / 19:00Friday: 10:00 / 19:00Saturday: 10:00 / 19:00Sunday: 12:00 / 18:00,,,
Palm Desert The Shops at El Paseo,670539,"73-061 El Paseo, Ste. 3, CA 92260",,Palm Desert,,,USA,+1 7608360459,33.7194249,-116.39015489999997,Monday: 10:00 / 18:00Tuesday: 10:00 / 18:00Wednesday: 10:00 / 18:00Thursday: 10:00 / 18:00Friday: 10:00 / 18:00Saturday: 10:00 / 18:00Sunday: 11:00 / 17:00,,,
New York Madison Avenue,670540,"650 Madison Avenue, NY 10022",,New York,,,USA,+1 2123715511,40.764008,-73.971643,Monday: 10:00 / 19:00Tuesday: 10:00 / 19:00Wednesday: 10:00 / 19:00Thursday: 10:00 / 19:00Friday: 10:00 / 19:00Saturday: 10:00 / 19:00Sunday: 10:00 / 19:00,,,
Natick Collection,670541,"1245 Worcester Street Space, # 3038, 
MA  01760",,Natick,,,USA,+1 5086529707,42.303513,-71.383311,Monday: 10:00 / 20:00Tuesday: 10:00 / 20:00Wednesday: 10:00 / 20:00Thursday: 10:00 / 20:00Friday: 10:00 / 20:00Saturday: 10:00 / 20:00Sunday: 12:00 / 18:00,,,
Mc Lean Tyson's Galleria,670542,"1748M International Dr., Space # 2502, 
VA 22102",,McLean,,,USA,+1 7034423138,38.924216,-77.22473,Monday: 10:00 / 19:00Tuesday: 10:00 / 19:00Wednesday: 10:00 / 19:00Thursday: 10:00 / 19:00Friday: 10:00 / 19:00Saturday: 10:00 / 19:00Sunday: 12:00 / 18:00,,,
Manhasset Americana Manhasset,670543,"2112/2114 Northern Blvd., 
NY 11020",,Manhasset,,,USA,+1 5166277580,40.796496,-73.669977,Monday: 10:00 / 18:00Tuesday: 10:00 / 18:00Wednesday: 10:00 / 18:00Thursday: 10:00 / 18:00Friday: 10:00 / 18:00Saturday: 10:00 / 18:00Sunday: 11:00 / 18:00,,,
Houston The Galleria,670544,"5015 Westheimer Rd.,  #A2110, 
TX 77056",,Houston,,,USA,+1 7136215296,29.739408,-95.461814,Monday: 10:00 / 21:00Tuesday: 10:00 / 21:00Wednesday: 10:00 / 21:00Thursday: 10:00 / 21:00Friday: 10:00 / 21:00Saturday: 10:00 / 21:00Sunday: 12:00 / 19:00,,,
Honolulu The Ala Moana Center,670545,"1450 Ala Moana Blvd., 
Space # 2208, HI 96814",,Honolulu,,,USA,+1 8089460100,21.291151,-157.843118,Monday: 09:30 / 21:00Tuesday: 09:30 / 21:00Wednesday: 09:30 / 21:00Thursday: 09:30 / 21:00Friday: 09:30 / 21:00Saturday: 09:30 / 21:00Sunday: 10:00 / 19:00,,,
Honolulu 2100 Kalakaua,670546,"2122 Kalakaua Avenue,  HI 96815",,Honolulu,,,USA,+1 8089230800,21.281739,-157.830427,Monday: 10:00 / 22:30Tuesday: 10:00 / 22:30Wednesday: 10:00 / 22:30Thursday: 10:00 / 22:30Friday: 10:00 / 22:30Saturday: 10:00 / 22:30Sunday: 10:00 / 22:30,,,
