store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,store_type,other_fields,coming_soon
Julie Robitaille,,"250, Boul. Fiset",,Sorel-Tracy,QC,J3P 3P7,Canada,450 746-2977,46.039915,-73.09905,"Monday 9 h-20 h, Tuesday 9 h-20 h, Wednesday 9 h-20 h, Thursday 9 h-21 h, Friday 9 h-21 h, Saturday 9 h-17 h, Sunday 10 h-17 h",,,
Chantale Gaboury,,"147, Rte 138 Est",,Maskinonge,QC,J0K 1N0,Canada,819 227-2288,46.223365,-73.012732,"Monday 9 h-18 h, Tuesday 9 h-18 h, Wednesday 9 h-20 h, Thursday 9 h-20 h, Friday 9 h-20 h, Saturday 9 h-17 h, Sunday 10 h-16 h",,,
"I. Fleurent, J.- S. Poisson Et C. Tourigny-Gauvin",,"400, Rue Rose-Ellis",,Drummondville,QC,J2C 0A9,Canada,819 870-2265,45.901865,-72.513833,"Monday 10 h-17 h, Tuesday 10 h-17 h, Wednesday 10 h-17 h, Thursday 10 h-17 h, Friday 10 h-17 h, Saturday 10 h-14 h, Sunday 10 h-14 h",,,
Chantale Gaboury et Marie-Eve Gelinas,,"780, Rue Notre-Dame",,Berthierville,QC,J0K 1A0,Canada,450 836-8288,46.084276,-73.184414,"Monday 9 h-20 h, Tuesday 9 h-20 h, Wednesday 9 h-20 h, Thursday 9 h-21 h, Friday 9 h-21 h, Saturday 9 h-17 h, Sunday 10 h-16 h",,,
Julie Bourgeois,,"44, Chemin de Joliette",,Lanoraie,QC,J0K 1E0,Canada,450 887-1241,45.958368,-73.223535,"Monday 9 h-18 h, Tuesday 9 h-18 h, Wednesday 9 h-18 h, Thursday 9 h-20 h, Friday 9 h-18 h, Saturday 9 h-16 h, Sunday 10 h-16 h",,,
Ghilda Bigdeli-Azari,,"1, Place de L'Estrie, Unite 100",,Bedford,QC,J0J 1A0,Canada,450 248-3348,45.120448,-72.986564,"Monday 8 h 30-18 h, Tuesday 8 h 30-18 h, Wednesday 8 h 30-18 h, Thursday 8 h 30-19 h, Friday 8 h 30-19 h, Saturday 9 h-15 h, Sunday 9 h-13 h",,,
David Rousseau,,"433, Rue Saint-Denis",,St-Alexandre-D'iberville,QC,J0J 1S0,Canada,450 376-2322,45.239145,-73.115898,"Monday 9 h-18 h, Tuesday 9 h-18 h, Wednesday 9 h-18 h, Thursday 9 h-19 h, Friday 9 h-19 h, Saturday 9 h-17 h, Sunday Ferme",,,
Alexandre Robichaud,,"455, Rue Meigs",,Farnham,QC,J2N 2C7,Canada,450 293-7455,45.28441,-72.978211,"Monday 8 h 30-20 h, Tuesday 8 h 30-20 h, Wednesday 8 h 30-20 h, Thursday 8 h 30-20 h 30, Friday 8 h 30-20 h, Saturday 9 h-17 h, Sunday 10 h-17 h",,,
"Pierre, Judith et Francois Marziali",,"1599, Du Sud",,Cowansville,QC,J2K 2Z4,Canada,450 263-2171,45.191227,-72.753328,"Monday 9 h-20 h, Tuesday 9 h-20 h, Wednesday 9 h-20 h, Thursday 9 h-20 h, Friday 9 h-20 h, Saturday 9 h-17 h, Sunday 10 h-16 h",,,
"Michel Clermont, Karl Fortin Et  Xiang-Yang Wang",,"620, Boul Seminaire N",,St-Jean-Sur-Richelieu,QC,J3B 7B4,Canada,450 348-6868,45.319099,-73.264254,"Monday 7 h 45-21 h, Tuesday 7 h 45-21 h, Wednesday 7 h 45-21 h, Thursday 7 h 45-21 h, Friday 7 h 45-21 h, Saturday 9 h-17 h, Sunday 9 h-13 h",,,
